Unnamed: 0,Enter your name,Enter your email id,What  Age Group do you fall in,Kindly mention your gender,Do you currently own a two-wheeler?,"According to your age group, which bike type is most suitable?  ",Why do you think this type of bike suits your age group best? ,Best bike type for Below 20 years (students/young riders):,Best bike type for 21–30 years (working professionals/young adults):,Best bike type for 31–40 years (family-oriented riders):,  Best bike type for 41–50 years (mid-age riders):,Best bike type for 51 years & above (senior riders):,"When choosing a bike, which feature is most important to you?  ",What price range is affordable for your age group?  ,Do you think electric bikes are a good option for your age group?  ,Timestamp,"According to your age group, which bike type is most suitable?","When choosing a bike, which feature is most important to you?",What price range is affordable for your age group?,Do you think electric bikes are a good option for your age group?
Unknown,Dharmajan Dutt,fateh83@hotmail.com,51 Years and above,Prefer not to say,Yes – Sports Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,28-04-2025 20:43,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"₹1,00,000–₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Jivin Kuruvilla,seher33@hotmail.com,31-40 Years,Female,Yes – Electric Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,13-02-2025 02:52,"Commuter (100–150cc, mileage-focused)",Mileage / Fuel efficiency,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Anaya Dara,pihubath@yahoo.com,21-30 Years,Male,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,01-02-2025 03:41,Sports Bike (performance-oriented),Resale value,"₹70,000–₹1,00,000",No – Lack of charging/service support
Unknown,Badal Singh,neysa49@raja.com,21-30 Years,Prefer not to say,Yes – Commuter (100–150cc),Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,01-01-2025 21:07,"Electric Bike (eco-friendly, modern)",Low maintenance cost,"₹70,000–₹1,00,000",Not sure
Unknown,Eva Jain,dhaliwaljayesh@raja-rajagopalan.info,51 Years and above,Prefer not to say,Yes – Cruiser,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-06-2025 19:09,"Electric Bike (eco-friendly, modern)",Low maintenance cost,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Vedika Sule,gopalrohan@gmail.com,41-50 Years,Prefer not to say,Yes – Commuter (100–150cc),Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-05-2025 00:16,Sports Bike (performance-oriented),Resale value,"₹70,000–₹1,00,000",Not sure
Unknown,Nitya Barad,aaravkhosla@yahoo.com,21-30 Years,Female,Yes – Commuter (100–150cc),Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-03-2025 23:54,Cruiser (comfortable for long rides),Resale value,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly
Unknown,Samaira Swaminathan,basurohan@johal-jain.com,51 Years and above,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,05-11-2025 10:47,"Scooter (gearless, lightweight)",Performance & Speed,"₹70,000–₹1,00,000",Yes – Affordable and eco-friendly
Unknown,Rati Chandran,rattanyuvraj@yahoo.com,21-30 Years,Male,Yes – Sports Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-01-2025 13:31,"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"₹1,00,000–₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Ivana Gour,jdutta@dube.org,31-40 Years,Male,Yes – Sports Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,17-07-2025 05:24,Cruiser (comfortable for long rides),Low maintenance cost,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Umang Samra,aarush24@subramaniam.com,21-30 Years,Female,Yes – Scooter (gearless),"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,20-08-2025 19:59,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Below ₹70,000",No – Lack of charging/service support
Unknown,Ishita Bedi,darshit75@bera.com,51 Years and above,Male,Yes – Cruiser,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,27-05-2025 00:29,"Scooter (gearless, lightweight)",Safety features,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Piya Baria,jgopal@bhargava.com,Below 20 years,Female,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,23-05-2025 23:19,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Tanya Cherian,zoyabaria@gmail.com,41-50 Years,Female,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,21-10-2025 08:37,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Anya Subramaniam,taimur48@roy.com,41-50 Years,Male,Yes – Electric Bike,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,24-08-2025 00:21,"Scooter (gearless, lightweight)",Mileage / Fuel efficiency,"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Ojas Goel,shayak53@kunda.com,Below 20 years,Female,Yes – Scooter (gearless),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,21-02-2025 04:48,"Commuter (100–150cc, mileage-focused)",Low maintenance cost,"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Jayan Ghosh,vedikachandra@hotmail.com,31-40 Years,Prefer not to say,Yes – Electric Bike,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-03-2025 12:42,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Below ₹70,000",Not sure
Unknown,Shalv Iyer,ishitaapte@gmail.com,31-40 Years,Prefer not to say,No,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,02-11-2025 16:53,"Scooter (gearless, lightweight)",Performance & Speed,"Below ₹70,000",Not sure
Unknown,Ryan Ramakrishnan,sarafmyra@raj.com,31-40 Years,Female,Yes – Sports Bike,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,04-09-2025 21:48,"Electric Bike (eco-friendly, modern)",Low maintenance cost,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Parinaaz Dugar,bhavsarmanikya@hotmail.com,41-50 Years,Female,Yes – Electric Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-09-2025 07:33,Sports Bike (performance-oriented),Low maintenance cost,"Above ₹1,50,000",No – Too costly compared to fuel bikes
Unknown,Aradhya Dar,xbora@hotmail.com,Below 20 years,Prefer not to say,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,23-07-2025 07:40,Cruiser (comfortable for long rides),Comfort & Ease of riding,"Above ₹1,50,000","Yes – Good for city rides, but not long tours"
Unknown,Advik Chopra,hiranahluwalia@sarma-bedi.com,31-40 Years,Male,Yes – Electric Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,02-06-2025 09:42,"Commuter (100–150cc, mileage-focused)",Performance & Speed,"Below ₹70,000",Not sure
Unknown,Tara Thakkar,vramachandran@bhatnagar.com,31-40 Years,Male,Yes – Commuter (100–150cc),Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,25-10-2025 01:23,"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Kiara Sarma,navyachoudhury@yahoo.com,Below 20 years,Prefer not to say,No,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-01-2025 11:14,"Commuter (100–150cc, mileage-focused)",Resale value,"Below ₹70,000",No – Too costly compared to fuel bikes
Unknown,Kanav Sunder,inaaya-22@gmail.com,21-30 Years,Female,Yes – Electric Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,11-07-2025 15:19,"Scooter (gearless, lightweight)",Comfort & Ease of riding,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Vivaan Kunda,ychaudhry@yahoo.com,21-30 Years,Female,Yes – Electric Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,19-08-2025 19:05,"Commuter (100–150cc, mileage-focused)",Comfort & Ease of riding,"₹70,000–₹1,00,000",Not sure
Unknown,Dhanuk Chandran,fateh76@yahoo.com,21-30 Years,Prefer not to say,Yes – Commuter (100–150cc),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,28-09-2025 19:02,"Electric Bike (eco-friendly, modern)",Mileage / Fuel efficiency,"₹70,000–₹1,00,000",Not sure
Unknown,Sahil Choudhary,banerjeealisha@dyal.com,21-30 Years,Prefer not to say,Yes – Commuter (100–150cc),"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,24-05-2025 10:53,"Scooter (gearless, lightweight)",Resale value,"Above ₹1,50,000",No – Lack of charging/service support
Unknown,Ryan Tiwari,ravalriya@gmail.com,41-50 Years,Male,Yes – Sports Bike,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,12-04-2025 03:07,"Scooter (gearless, lightweight)",Stylish design / Looks,"Below ₹70,000",No – Lack of charging/service support
Unknown,Yakshit Dixit,piyer@sani.com,41-50 Years,Female,Yes – Electric Bike,"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,26-04-2025 02:41,"Commuter (100–150cc, mileage-focused)",Performance & Speed,"₹1,00,000–₹1,50,000",Not sure
Unknown,Chirag Upadhyay,khalsaaarush@gmail.com,51 Years and above,Prefer not to say,Yes – Electric Bike,Sports Bike (performance-oriented),Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,07-10-2025 16:14,Cruiser (comfortable for long rides),Safety features,"₹70,000–₹1,00,000",No – Lack of charging/service support
Unknown,Aarush Kannan,kartik06@hotmail.com,41-50 Years,Female,Yes – Sports Bike,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),Higher power Bikes(200cc and above),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,06-09-2025 03:10,Sports Bike (performance-oriented),Mileage / Fuel efficiency,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Darshit Suri,mamooty66@desai.com,21-30 Years,Female,Yes – Cruiser,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),Electric bike/scooter,Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-05-2025 20:46,"Scooter (gearless, lightweight)",Safety features,"Below ₹70,000","Yes – Good for city rides, but not long tours"
Unknown,Taran Chahal,gatwal@keer-bhardwaj.com,41-50 Years,Male,Yes – Electric Bike,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,11-03-2025 07:23,"Electric Bike (eco-friendly, modern)",Comfort & Ease of riding,"Above ₹1,50,000",Not sure
Unknown,Misha Sachdev,bhandariaaina@yahoo.com,31-40 Years,Prefer not to say,Yes – Commuter (100–150cc),"Scooter (gearless, lightweight)",Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,15-06-2025 16:07,"Electric Bike (eco-friendly, modern)",Eco-friendliness (Electric option),"Above ₹1,50,000",Not sure
Unknown,Miraan Atwal,dixitjhanvi@hotmail.com,41-50 Years,Male,Yes – Scooter (gearless),Cruiser (comfortable for long rides),Eco-friendliness (Electric option),"Scooter (lightweight, gearless)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,10-08-2025 05:03,"Scooter (gearless, lightweight)",Comfort & Ease of riding,"Above ₹1,50,000",Yes – Affordable and eco-friendly
Unknown,Vanya Keer,azad74@sheth-wagle.biz,51 Years and above,Prefer not to say,Yes – Electric Bike,Cruiser (comfortable for long rides),Eco-friendliness (Electric option),Entry-level Sports (150cc),Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,28-03-2025 20:11,"Scooter (gearless, lightweight)",Resale value,"Below ₹70,000",Yes – Affordable and eco-friendly
Unknown,Eshani Acharya,yakshit77@gmail.com,51 Years and above,Female,Yes – Sports Bike,"Commuter (100–150cc, mileage-focused)",Eco-friendliness (Electric option),"Commuter bike (100–125cc, high mileage)",Sports Bike (200–400cc),"Commuter (125–150cc, cost-effective)",Electric Bike,Electric Scooter/Bike,Maintenance cost,"₹70,000–₹1,00,000",Not sure,12-01-2025 09:58,Sports Bike (performance-oriented),Low maintenance cost,"₹1,00,000–₹1,50,000",Yes – Affordable and eco-friendly
